fiscal_year,state,district_as_per_source,district_as_per_lgd,district_lgd_code,crop,season,area,production,crop_yield,unit,note
2014-15,Maharashtra,Kolhapur,Kolhapur,480,Groundnut,Summer,3100.0,6400.0,2.064516129032258,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Kolhapur,Kolhapur,480,Maize,Kharif,2900.0,9800.0,3.3793103448275863,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Kolhapur,Kolhapur,480,Other Kharif pulses,Kharif,2500.0,900.0,0.36,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Kolhapur,Kolhapur,480,Small millets,Kharif,2100.0,900.0,0.4285714285714285,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Kolhapur,Kolhapur,480,Other Rabi pulses,Rabi,1800.0,700.0,0.3888888888888889,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Kolhapur,Kolhapur,480,Arhar(Tur),Kharif,1500.0,400.0,0.2666666666666666,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Kolhapur,Kolhapur,480,Tobacco,Whole Year,1300.0,2100.0,1.6153846153846154,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Kolhapur,Kolhapur,480,Sunflower,Summer,1100.0,1600.0,1.4545454545454546,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Kolhapur,Kolhapur,480,Moong(Green Gram),Kharif,1100.0,500.0,0.4545454545454545,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Kolhapur,Kolhapur,480,Urad,Kharif,1000.0,800.0,0.8,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Kolhapur,Kolhapur,480,Rice,Summer,900.0,3400.0,3.7777777777777777,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Kolhapur,Kolhapur,480,Small millets,Rabi,300.0,100.0,0.3333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Kolhapur,Kolhapur,480,Niger seed,Kharif,300.0,100.0,0.3333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Kolhapur,Kolhapur,480,Castor seed,Kharif,300.0,100.0,0.3333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Kolhapur,Kolhapur,480,Maize,Summer,100.0,300.0,3.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Kolhapur,Kolhapur,480,Sunflower,Rabi,100.0,0.0,0.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Soyabean,Kharif,336800.0,210000.0,0.6235154394299287,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Arhar(Tur),Kharif,113200.0,28300.0,0.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Jowar,Kharif,88300.0,94600.0,1.071347678369196,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Gram,Rabi,67000.0,20000.0,0.2985074626865671,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Wheat,Rabi,47200.0,10800.0,0.2288135593220339,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Sugarcane,Whole Year,46400.0,2354600.0,50.74568965517241,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Jowar,Rabi,22200.0,8100.0,0.3648648648648648,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Moong(Green Gram),Kharif,13200.0,4800.0,0.3636363636363636,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Safflower,Rabi,12900.0,3800.0,0.2945736434108527,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Urad,Kharif,10600.0,4300.0,0.4056603773584906,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Maize,Kharif,6700.0,4100.0,0.6119402985074627,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Rice,Kharif,5800.0,1100.0,0.1896551724137931,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Small millets,Kharif,4000.0,1800.0,0.45,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Sunflower,Rabi,4000.0,1300.0,0.325,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Cotton(lint),Kharif,3800.0,2700.0,0.7105263157894737,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Sunflower,Kharif,3400.0,700.0,0.2058823529411764,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Bajra,Kharif,2500.0,400.0,0.16,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Sesamum,Kharif,2100.0,300.0,0.1428571428571428,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Maize,Rabi,2000.0,1100.0,0.55,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Groundnut,Kharif,1700.0,400.0,0.2352941176470588,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Groundnut,Summer,1500.0,1100.0,0.7333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Niger seed,Kharif,1200.0,200.0,0.1666666666666666,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Small millets,Rabi,1000.0,200.0,0.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Castor seed,Kharif,700.0,100.0,0.1428571428571428,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Other Kharif pulses,Kharif,700.0,100.0,0.1428571428571428,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Linseed,Rabi,500.0,0.0,0.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Latur,Latur,481,Other Rabi pulses,Rabi,400.0,100.0,0.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Soyabean,Kharif,220400.0,79500.0,0.3607078039927405,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Cotton(lint),Kharif,111300.0,150200.0,1.3495058400718778,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Wheat,Rabi,88500.0,110600.0,1.2497175141242938,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Rice,Kharif,78800.0,95500.0,1.2119289340101522,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Gram,Rabi,67000.0,46600.0,0.6955223880597015,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Arhar(Tur),Kharif,62000.0,21100.0,0.3403225806451613,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Sunflower,Rabi,8200.0,2600.0,0.3170731707317073,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Jowar,Kharif,3900.0,2300.0,0.5897435897435898,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Sugarcane,Whole Year,3800.0,258500.0,68.02631578947368,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Groundnut,Kharif,2500.0,600.0,0.24,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Urad,Kharif,2000.0,0.0,0.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Moong(Green Gram),Kharif,1300.0,500.0,0.3846153846153846,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Other Rabi pulses,Rabi,1300.0,300.0,0.2307692307692307,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Jowar,Rabi,1100.0,400.0,0.3636363636363636,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Groundnut,Summer,500.0,1200.0,2.4,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Other Kharif pulses,Kharif,500.0,100.0,0.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Maize,Summer,400.0,400.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Maize,Kharif,200.0,400.0,2.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Linseed,Rabi,100.0,100.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Castor seed,Kharif,100.0,0.0,0.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nagpur,Nagpur,484,Small millets,Kharif,100.0,0.0,0.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Cotton(lint),Kharif,342300.0,176800.0,0.516505988898627,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Soyabean,Kharif,218900.0,64500.0,0.2946550936500685,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Jowar,Kharif,88300.0,28600.0,0.3238958097395243,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Arhar(Tur),Kharif,71600.0,14700.0,0.2053072625698324,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Gram,Rabi,51200.0,25700.0,0.501953125,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Urad,Kharif,39800.0,7100.0,0.1783919597989949,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Wheat,Rabi,39500.0,29200.0,0.739240506329114,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Jowar,Rabi,25600.0,13000.0,0.5078125,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Moong(Green Gram),Kharif,23600.0,3900.0,0.1652542372881356,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Sugarcane,Whole Year,18800.0,1113200.0,59.212765957446805,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Groundnut,Summer,5000.0,4300.0,0.86,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Safflower,Rabi,3100.0,900.0,0.2903225806451613,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Maize,Summer,3000.0,3500.0,1.1666666666666667,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Small millets,Kharif,1700.0,500.0,0.2941176470588235,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Sunflower,Kharif,1300.0,300.0,0.2307692307692307,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Sesamum,Kharif,1300.0,100.0,0.0769230769230769,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Rice,Kharif,800.0,100.0,0.125,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Maize,Kharif,700.0,300.0,0.4285714285714285,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Niger seed,Kharif,400.0,0.0,0.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Small millets,Rabi,300.0,100.0,0.3333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Castor seed,Kharif,300.0,100.0,0.3333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Maize,Rabi,200.0,100.0,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Other Kharif pulses,Kharif,200.0,0.0,0.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Sesamum,Rabi,100.0,0.0,0.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Other Rabi pulses,Rabi,100.0,0.0,0.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nanded,Nanded,485,Groundnut,Kharif,100.0,0.0,0.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Cotton(lint),Kharif,118600.0,101200.0,0.8532883642495784,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Jowar,Kharif,31400.0,33500.0,1.0668789808917198,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Maize,Kharif,28900.0,45300.0,1.5674740484429066,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Soyabean,Kharif,27500.0,26700.0,0.9709090909090908,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Wheat,Rabi,21900.0,39100.0,1.7853881278538812,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Gram,Rabi,18900.0,13400.0,0.708994708994709,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Rice,Kharif,18200.0,9000.0,0.4945054945054945,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Jowar,Rabi,14300.0,18000.0,1.2587412587412588,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Arhar(Tur),Kharif,12600.0,2800.0,0.2222222222222222,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Urad,Kharif,11400.0,4200.0,0.3684210526315789,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Sugarcane,Whole Year,8000.0,633800.0,79.225,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Bajra,Kharif,6200.0,3200.0,0.5161290322580645,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Moong(Green Gram),Kharif,4900.0,2100.0,0.4285714285714285,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Maize,Rabi,2500.0,9400.0,3.76,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Maize,Summer,2400.0,3200.0,1.3333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Groundnut,Summer,2400.0,2700.0,1.125,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Groundnut,Kharif,2000.0,1300.0,0.65,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Small millets,Kharif,1700.0,500.0,0.2941176470588235,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Other Kharif pulses,Kharif,1300.0,300.0,0.2307692307692307,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Castor seed,Kharif,600.0,100.0,0.1666666666666666,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Safflower,Rabi,200.0,100.0,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Other Rabi pulses,Rabi,200.0,0.0,0.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Sunflower,Summer,100.0,100.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nandurbar,Nandurbar,486,Small millets,Rabi,100.0,0.0,0.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Bajra,Kharif,152700.0,108900.0,0.7131630648330058,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Maize,Kharif,116900.0,309000.0,2.643284858853721,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Wheat,Rabi,72400.0,111200.0,1.5359116022099448,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Rice,Kharif,71200.0,86700.0,1.2176966292134832,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Soyabean,Kharif,59800.0,85000.0,1.4214046822742474,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Cotton(lint),Kharif,46000.0,44700.0,0.9717391304347828,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Gram,Rabi,40900.0,28500.0,0.6968215158924206,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Ragi,Kharif,28500.0,19000.0,0.6666666666666666,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Groundnut,Kharif,19900.0,20100.0,1.0100502512562817,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Sugarcane,Whole Year,16800.0,1384200.0,82.39285714285714,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Moong(Green Gram),Kharif,6500.0,4500.0,0.6923076923076923,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Arhar(Tur),Kharif,5700.0,1500.0,0.2631578947368421,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Jowar,Rabi,5100.0,3700.0,0.7254901960784313,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Other Kharif pulses,Kharif,4600.0,1400.0,0.3043478260869565,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Urad,Kharif,4000.0,2000.0,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Maize,Rabi,2900.0,13700.0,4.724137931034483,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Niger seed,Kharif,2400.0,300.0,0.125,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Castor seed,Kharif,900.0,200.0,0.2222222222222222,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Other Rabi pulses,Rabi,600.0,100.0,0.1666666666666666,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Small millets,Rabi,500.0,100.0,0.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Maize,Summer,200.0,200.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Groundnut,Summer,100.0,200.0,2.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Safflower,Rabi,100.0,100.0,1.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Nashik,Nashik,487,Sunflower,Kharif,100.0,0.0,0.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Osmanabad,Dharashiv,488,Jowar,Rabi,215900.0,74500.0,0.3450671607225567,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Osmanabad,Dharashiv,488,Soyabean,Kharif,133500.0,65600.0,0.4913857677902621,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Osmanabad,Dharashiv,488,Gram,Rabi,112900.0,48700.0,0.4313551815766164,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Osmanabad,Dharashiv,488,Arhar(Tur),Kharif,101000.0,28600.0,0.2831683168316831,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Osmanabad,Dharashiv,488,Jowar,Kharif,45300.0,12000.0,0.2649006622516556,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Osmanabad,Dharashiv,488,Sugarcane,Whole Year,39800.0,1592200.0,40.005025125628144,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Osmanabad,Dharashiv,488,Urad,Kharif,38100.0,10200.0,0.2677165354330709,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Osmanabad,Dharashiv,488,Cotton(lint),Kharif,29300.0,23000.0,0.7849829351535836,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Osmanabad,Dharashiv,488,Safflower,Rabi,28300.0,8000.0,0.2826855123674912,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Osmanabad,Dharashiv,488,Wheat,Rabi,24100.0,7100.0,0.2946058091286307,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Osmanabad,Dharashiv,488,Maize,Kharif,21200.0,8000.0,0.3773584905660377,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Osmanabad,Dharashiv,488,Bajra,Kharif,17700.0,4400.0,0.2485875706214689,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Osmanabad,Dharashiv,488,Sunflower,Rabi,15800.0,4900.0,0.310126582278481,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Osmanabad,Dharashiv,488,Moong(Green Gram),Kharif,15600.0,3400.0,0.2179487179487179,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Osmanabad,Dharashiv,488,Sunflower,Kharif,14300.0,3500.0,0.2447552447552447,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2014-15,Maharashtra,Osmanabad,Dharashiv,488,Rice,Kharif,13100.0,2500.0,0.1908396946564885,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
